0, -82.5, -177.5, Ross Sea, Arctic: Within the Antarctic Circle, South Polar Gyre Current
251, -57.5, 157.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
252, -57.5, 162.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
253, -57.5, 167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
254, -57.5, 172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
255, -57.5, 177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
256, -52.5, -177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
257, -52.5, -172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
258, -52.5, -167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
259, -52.5, -162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
260, -52.5, -157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
261, -52.5, -152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
262, -52.5, -147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
263, -52.5, -142.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
264, -52.5, -137.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
265, -52.5, -132.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
266, -52.5, -127.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
267, -52.5, -122.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
268, -52.5, -117.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
269, -52.5, -112.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
270, -52.5, -107.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
271, -52.5, -102.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
272, -52.5, -97.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
273, -52.5, -92.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
274, -52.5, -87.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
275, -52.5, -82.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current) & West Wind Drift
276, -52.5, -77.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
277, -52.5, -67.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Falkland Cold Current
278, -52.5, -62.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Falkland Cold Current
279, -52.5, -57.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Falkland Cold Current
280, -52.5, -52.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift & Falkland Cold Current
281, -52.5, -47.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift & Weddell Sea Gyre
282, -52.5, -42.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift & Falkland Cold Current
283, -52.5, -37.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
284, -52.5, -32.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Weddell Sea Gyre
285, -52.5, -27.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift & Weddell Sea Gyre
286, -52.5, -22.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
287, -52.5, -17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
288, -52.5, -12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
289, -52.5, -7.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
290, -52.5, -2.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
291, -52.5, 2.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
292, -52.5, 7.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
293, -52.5, 12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
294, -52.5, 17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
295, -52.5, 22.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
296, -52.5, 27.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
297, -52.5, 32.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
298, -52.5, 37.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
299, -52.5, 42.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
300, -52.5, 47.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
301, -52.5, 52.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
302, -52.5, 57.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
303, -52.5, 62.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
304, -52.5, 67.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
305, -52.5, 72.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
306, -52.5, 77.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
307, -52.5, 82.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
308, -52.5, 87.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
309, -52.5, 92.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
310, -52.5, 97.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
311, -52.5, 102.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
312, -52.5, 107.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
313, -52.5, 112.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
314, -52.5, 117.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
315, -52.5, 122.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
316, -52.5, 127.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
317, -52.5, 132.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
318, -52.5, 137.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
319, -52.5, 142.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
320, -52.5, 147.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
321, -52.5, 152.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
322, -52.5, 157.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
323, -52.5, 162.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
324, -52.5, 167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
325, -52.5, 172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
326, -52.5, 177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
327, -47.5, -177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
328, -47.5, -172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
329, -47.5, -167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
330, -47.5, -162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
331, -47.5, -157.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
332, -47.5, -152.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
333, -47.5, -147.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
334, -47.5, -142.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
335, -47.5, -137.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
336, -47.5, -132.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
337, -47.5, -127.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
338, -47.5, -122.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
339, -47.5, -117.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
340, -47.5, -112.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
341, -47.5, -107.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
342, -47.5, -102.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
343, -47.5, -97.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
344, -47.5, -92.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
345, -47.5, -87.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
346, -47.5, -82.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
347, -47.5, -77.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Peru Cold Current (Humboldt Current)
348, -47.5, -62.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Falkland Cold Current & West Wind Drift
349, -47.5, -57.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Falkland Cold Current & West Wind Drift
350, -47.5, -52.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Falkland Cold Current & West Wind Drift
351, -47.5, -47.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
352, -47.5, -42.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
353, -47.5, -37.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
354, -47.5, -32.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
355, -47.5, -27.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
356, -47.5, -22.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
357, -47.5, -17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
358, -47.5, -12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
359, -47.5, -7.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Benguela Cold Current
360, -47.5, -2.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
361, -47.5, 2.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Benguela Cold Current
362, -47.5, 7.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
363, -47.5, 12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
364, -47.5, 17.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Benguela Cold Current
365, -47.5, 22.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
366, -47.5, 27.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Benguela Cold Current
367, -47.5, 32.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
368, -47.5, 37.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
369, -47.5, 42.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
370, -47.5, 47.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
371, -47.5, 52.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
372, -47.5, 57.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
373, -47.5, 62.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
374, -47.5, 67.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
375, -47.5, 72.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
376, -47.5, 77.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
377, -47.5, 82.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
378, -47.5, 87.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
379, -47.5, 92.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
380, -47.5, 97.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
381, -47.5, 102.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
382, -47.5, 107.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
383, -47.5, 112.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Western Australia Cool Current
